0 4 20
1 7 26
2 18 48
3 16 44
4 14 40
5 16 44
6 7 26
7 13 38
8 10 32
9 2 16
10 3 18
11 8 28
12 11 34
13 20 52
14 4 20
15 7 26
16 1 14
17 7 26
18 13 38
19 17 46
20 12 36
21 9 30
22 8 28
23 10 32
24 3 18
25 11 34
26 3 18
27 4 20
28 8 28
29 16 44
30 4 26
31 7 32
32 18 54
33 16 50
34 14 46
35 16 50
36 7 32
37 13 44
38 10 38
39 2 22
40 3 24
41 8 34
42 11 40
43 20 58
44 4 26
45 7 32
46 1 20
47 7 32
48 13 44
49 17 52
50 12 42
51 9 36
52 8 34
53 10 38
54 3 24
55 11 40
56 3 24
57 4 26
58 8 34
59 16 50
60 4 48
61 7 54
62 18 76
63 16 72
64 14 68
65 16 72
66 7 54
67 13 66
68 10 60
69 2 44
70 3 46
71 8 56
72 11 62
73 20 80
74 4 48
75 7 54
76 1 42
77 7 54
78 13 66
79 17 74
80 12 64
81 9 58
82 8 56
83 10 60
84 3 46
85 11 62
86 3 46
87 4 48
88 8 56
89 16 72
